1 74.83 48.10904717359347855138 74.83 1
2 78.31 91.94228067935129613076 153.14 3
4 149.37 96.40490058244627435227 302.51 7
8 253.93 113.41708344819438427913 556.44 15
9 302.91 106.96246409824700406061 859.35 24
4 113.04 127.38853503184713375796 972.39 28
5 119.15 151.07007973143096936634 1091.54 33
6 307.32 70.28504490433424443576 1398.86 39
3 450.80 23.95740905057675244010 1849.66 42
4 486.58 29.59431131571375724444 2336.24 46
5 297.84 60.43513295729250604351 2634.08 51
6 256.42 84.23679900163793775836 2890.50 57
7 252.97 99.61655532276554532157 3143.47 64
#64 3143.47 73.29479842339834641335  
