1 30.86 116.65586519766688269604 30.86 
2 81.86 87.95504519912044954800 112.72 
1 126.26 28.51259306193568826231 238.98 
2 90.64 79.43512797881729920564 329.62 
3 42.35 255.01770956316410861865 371.97 
4 100.08 143.88489208633093525179 472.05 
2 104.70 68.76790830945558739255 576.75 
3 216.51 49.88222253013717611195 793.26 
1 184.51 19.51113760771773887594 977.77 
2 152.71 47.14818937856067055202 1130.48 
3 126.43 85.42276358459226449418 1256.91 
4 134.48 107.07911957168352171326 1391.39 
5 115.31 156.10094527794640534212 1506.70 
6 134.10 161.07382550335570469798 1640.80 
7 156.74 160.77580706903151716217 1797.54 
3 144.66 74.65781833264205723766 1942.20 
4 152.33 94.53160900676163592201 2094.53 
5 163.72 109.94380649890056193501 2258.25 
2 69.30 103.89610389610389610389 2327.55 
#42 2327.55 64.96101050460784945543  
