1 53.19 67.68189509306260575296 53.19 
1 50.87 70.76862590918026341655 104.06 
1 55.78 64.53926138400860523485 159.84 
1 52.41 68.68918145392100744132 212.25 
1 54.07 66.58035879415572406140 266.32 
1 38.44 93.65244536940686784599 304.76 
1 39.94 90.13520280420630946419 344.70 
1 38.90 92.54498714652956298200 383.60 
1 39.40 91.37055837563451776649 423.00 
1 39.01 92.28402973596513714432 462.01 
1 39.13 92.00102223358037311525 501.14 
1 41.34 87.08272859216255442670 542.48 
1 39.39 91.39375476009139375476 581.87 
1 39.01 92.28402973596513714432 620.88 
1 38.90 92.54498714652956298200 659.78 
1 39.88 90.27081243731193580742 699.66 
1 40.05 89.88764044943820224719 739.71 
1 39.36 91.46341463414634146341 779.07 
1 39.93 90.15777610818933132982 819.00 
1 44.90 80.17817371937639198218 863.90 
1 49.88 72.17321571772253408179 913.78 
1 38.28 94.04388714733542319749 952.06 
1 39.52 91.09311740890688259109 991.58 
1 38.93 92.47367069098381710762 1030.51 
1 39.12 92.02453987730061349693 1069.63 
1 38.60 93.26424870466321243523 1108.23 
1 38.11 94.46339543426922067698 1146.34 
1 40.28 89.37437934458788480635 1186.62 
1 38.28 94.04388714733542319749 1224.90 
1 38.77 92.85530049006964147536 1263.67 
1 38.93 92.47367069098381710762 1302.60 
1 38.55 93.38521400778210116731 1341.15 
1 54.00 66.66666666666666666666 1395.15 
1 38.14 94.38909281594126900891 1433.29 
1 38.49 93.53078721745908028059 1471.78 
1 39.80 90.45226130653266331658 1511.58 
1 46.05 78.17589576547231270358 1557.63 
1 51.59 69.78096530335336305485 1609.22 
1 61.94 58.12076202776880852437 1671.16 
1 62.36 57.72931366260423348300 1733.52 
#40 1733.52 83.06797729475287276754  
