1 1938.77 1938.25
2 1839.11 1302.89
4 624.36 749.54
6 502.76 431.17
8 329.79 790.64
10 342.11 530.29
12 280.33 684.51
14 290.08 946.42
16 275.90 2060.86
18 489.01 1955.47
20 358.46 1048.90
