5 717.18 623.44 426.29 639.82 465.74 573.02 703.25 722.45 755.43 521.36
10 597.59 710.75 632.48 1109.98 503.35 528.83 785.79 1049.50 627.03 475.22
20 528.11 739.95 518.91 630.98 722.94 488.98 1137.58 1019.49 712.23 905.18
30 549.02 376.28 465.48 413.75 515.25 610.34 389.99 898.35 897.06 530.47
45 609.27 368.45 532.14 496.83 542.33 413.12 376.29 476.19 785.69 430.27
60 469.14 413.43 2012.22 414.31 379.39 467.39 689.98 1170.39 1507.87 800.60
90 564.93 566.84 701.89 723.93 903.69 611.12 3034.80 1042.96 1350.89 799.36
120 466.01 407.59 778.70 379.05 856.25 433.37 808.67 1677.21 782.70 568.90
