1 28.99 124.18075198344256640220
2 40.75 176.68711656441717791411
4 77.63 185.49529820945510756150
6 111.24 194.17475728155339805825
8 151.75 189.78583196046128500823
9 159.85 202.69002189552705661557
10 177.53 202.78262828817664620064
11 191.45 206.84251762862366153042
12 208.63 207.06513924171979101759
16 285.27 201.91397623304238090230
