8 78.63 366.27241510873712323540 78.63 
9 77.26 419.36318923116748640952 155.89 
10 84.25 427.29970326409495548961 240.14 
11 99.66 397.35099337748344370860 339.80 
2 40.57 177.47103771259551392654 380.37 
#40 380.37 378.57875226752898493572  
