1 29.18 123.37217272104180945853 29.18 
2 40.43 178.08558001484046500123 69.61 
4 76.86 187.35362997658079625292 146.47 
5 90.36 199.20318725099601593625 236.83 
6 148.95 145.01510574018126888217 385.78 
3 94.54 114.23735984768352020308 480.32 
4 145.43 99.01670906965550436636 625.75 
2 44.93 160.24927665257066547963 670.68 
3 76.76 140.69828035435122459614 747.44 
1 87.52 41.13345521023765996343 834.96 
2 64.37 111.85334783284138573869 899.33 
3 70.42 153.36552115876171542175 969.75 
4 117.51 122.54276231810058718406 1087.26 
#40 1087.26 132.44302190828320732851  
