   1 10.244.34.5:45049                        =>     56.9KB     56.9KB     56.9KB      114KB
   2 10.244.34.5:59506                        =>     53.4KB     53.4KB     53.4KB      107KB
   3 10.244.34.5:34891                        =>     1.88KB     1.88KB     1.88KB     3.75KB
   5 10.244.34.5:34402                        =>     25.7KB     25.7KB     25.7KB     51.4KB
   6 10.244.34.5:33066                        =>     15.7KB     15.7KB     15.7KB     31.4KB
   5 10.244.34.5:38187                        =>      0KB     0KB     0KB      0KB
  10 10.244.34.5:ctisystemmsg                 =>     5.47KB     5.47KB     5.47KB     10.9KB
   1 10.244.34.5:59506                        =>      247KB      150KB      150KB      600KB
   2 10.244.34.5:45049                        =>      223KB      140KB      140KB      559KB
   3 10.244.34.5:34402                        =>      199KB      112KB      112KB      449KB
   4 10.244.34.5:33066                        =>      172KB     93.7KB     93.7KB      375KB
   5 10.244.34.5:38187                        =>      148KB     73.9KB     73.9KB      296KB
   7 10.244.34.5:34891                        =>        26B       974B       974B     3.80KB
   1 10.244.34.5:59506                        =>      678KB      326KB      326KB     1.91MB
   2 10.244.34.5:45049                        =>      596KB      292KB      292KB     1.71MB
   3 10.244.34.5:34402                        =>      556KB      260KB      260KB     1.52MB
   4 10.244.34.5:33066                        =>      482KB      223KB      223KB     1.31MB
   5 10.244.34.5:38187                        =>      364KB      171KB      171KB     1.00MB
   7 10.244.34.5:34891                        =>        26B       658B       658B     3.86KB
   1 10.244.34.5:59506                        =>     1.55MB      643KB      643KB     5.02MB
   2 10.244.34.5:45049                        =>     1.31MB      553KB      553KB     4.32MB
   3 10.244.34.5:34402                        =>     1.18MB      498KB      498KB     3.89MB
   4 10.244.34.5:33066                        =>     1.00MB      422KB      422KB     3.30MB
   5 10.244.34.5:38187                        =>      828KB      335KB      335KB     2.62MB
   7 10.244.34.5:34891                        =>        52B       506B       506B     3.96KB
   1 10.244.34.5:59506                        =>     3.89MB     1.28MB     1.28MB     12.8MB
   2 10.244.34.5:45049                        =>     3.30MB     1.09MB     1.09MB     10.9MB
   3 10.244.34.5:34402                        =>     3.05MB     1.00MB     1.00MB     9.98MB
   4 10.244.34.5:33066                        =>     2.58MB      866KB      866KB     8.46MB
   5 10.244.34.5:38187                        =>     1.99MB      676KB      676KB     6.60MB
   7 10.244.34.5:34891                        =>        26B       410B       410B     4.01KB
   1 10.244.34.5:59506                        =>     8.33MB     2.94MB     2.46MB     29.5MB
   2 10.244.34.5:45049                        =>     7.77MB     2.64MB     2.21MB     26.5MB
   3 10.244.34.5:34402                        =>     6.69MB     2.33MB     1.95MB     23.4MB
   4 10.244.34.5:33066                        =>     6.34MB     2.11MB     1.76MB     21.1MB
