   1 10.244.34.5:59513                        =>     56.9KB     56.9KB     56.9KB      114KB
   2 10.244.34.5:34409                        =>     32.8KB     32.8KB     32.8KB     65.6KB
   3 10.244.34.5:34891                        =>     1.12KB     1.12KB     1.12KB     2.23KB
   8 10.244.34.5:camp                         =>     5.57KB     5.57KB     5.57KB     11.1KB
   1 10.244.34.5:59513                        =>      224KB      141KB      141KB      562KB
   2 10.244.34.5:34409                        =>      246KB      139KB      139KB      558KB
   3 10.244.34.5:34891                        =>        26B       584B       584B     2.28KB
   1 10.244.34.5:34409                        =>      595KB      291KB      291KB     1.71MB
   2 10.244.34.5:59513                        =>      559KB      280KB      280KB     1.64MB
   3 10.244.34.5:34891                        =>        52B       407B       407B     2.38KB
   1 10.244.34.5:34409                        =>     1.28MB      545KB      545KB     4.26MB
   2 10.244.34.5:59513                        =>     1.18MB      512KB      512KB     4.00MB
   3 10.244.34.5:34891                        =>        52B       318B       318B     2.48KB
   1 10.244.34.5:34409                        =>     3.05MB     1.04MB     1.04MB     10.4MB
   2 10.244.34.5:59513                        =>     2.95MB     0.99MB     0.99MB     9.91MB
   3 10.244.34.5:34891                        =>        26B       260B       260B     2.54KB
   1 10.244.34.5:59513                        =>     7.21MB     2.42MB     2.03MB     24.3MB
   2 10.244.34.5:34409                        =>     5.66MB     2.16MB     1.81MB     21.7MB
   1 10.244.34.5:59513                        =>     13.6MB     5.10MB     3.69MB     51.6MB
   2 10.244.34.5:34409                        =>     9.73MB     4.06MB     2.94MB     41.1MB
   1 10.244.34.5:59513                        =>     15.8MB     8.15MB     5.19MB     83.1MB
   2 10.244.34.5:34409                        =>     13.8MB     6.70MB     4.29MB     68.7MB
   1 10.244.34.5:59513                        =>     15.7MB     11.1MB     6.36MB      115MB
   2 10.244.34.5:34409                        =>     15.5MB     9.55MB     5.54MB     99.7MB
   1 10.244.34.5:59513                        =>     15.4MB     13.5MB     7.27MB      145MB
   2 10.244.34.5:34409                        =>     16.0MB     12.1MB     6.58MB      132MB
   1 10.244.34.5:59513                        =>     15.7MB     15.2MB     8.03MB      177MB
   2 10.244.34.5:34409                        =>     15.8MB     14.2MB     7.43MB      163MB
   1 10.244.34.5:59513                        =>     15.9MB     15.7MB     8.68MB      208MB
   2 10.244.34.5:34409                        =>     15.4MB     15.3MB     8.09MB      194MB
   1 10.244.34.5:34409                        =>     15.9MB     15.7MB     8.69MB      226MB
   2 10.244.34.5:59513                        =>     15.9MB     15.7MB     9.24MB      240MB
   1 10.244.34.5:34409                        =>     16.0MB     15.8MB     9.22MB      258MB
   2 10.244.34.5:59513                        =>     15.9MB     15.8MB     9.72MB      272MB
