   1 10.244.34.5:59513                        =>     56.9KB     56.9KB     56.9KB      114KB
   1 10.244.34.5:59513                        =>     15.9MB     15.9MB     10.1MB      304MB
   2 10.244.34.5:34409                        =>     16.0MB     15.8MB     9.67MB      290MB
   1 10.244.34.5:59513                        =>     15.9MB     15.9MB     10.5MB      336MB
   2 10.244.34.5:34409                        =>     16.0MB     15.9MB     10.1MB      322MB
   1 10.244.34.5:34409                        =>     15.9MB     16.0MB     10.4MB      354MB
   2 10.244.34.5:59513                        =>     15.9MB     15.9MB     10.8MB      367MB
   1 10.244.34.5:34409                        =>     15.8MB     15.9MB     10.7MB      385MB
   2 10.244.34.5:59513                        =>     15.9MB     15.9MB     11.1MB      399MB
   1 10.244.34.5:34409                        =>     15.9MB     15.9MB     11.0MB      417MB
   2 10.244.34.5:59513                        =>     15.9MB     15.9MB     11.3MB      431MB
   1 10.244.34.5:34409                        =>     15.9MB     15.9MB     11.2MB      449MB
   2 10.244.34.5:59513                        =>     15.9MB     15.9MB     11.6MB      463MB
   1 10.244.34.5:34409                        =>     15.8MB     15.9MB     12.0MB      481MB
   2 10.244.34.5:59513                        =>     15.2MB     15.7MB     12.3MB      493MB
   1 10.244.34.5:59513                        =>     15.9MB     15.8MB     13.1MB      525MB
   2 10.244.34.5:34409                        =>     15.2MB     15.8MB     12.8MB      511MB
   1 10.244.34.5:34409                        =>     15.9MB     15.8MB     13.5MB      543MB
   2 10.244.34.5:59513                        =>     15.8MB     15.7MB     13.9MB      557MB
   1 10.244.34.5:34409                        =>     15.9MB     15.8MB     14.3MB      575MB
   2 10.244.34.5:59513                        =>     15.2MB     15.6MB     14.6MB      587MB
   1 10.244.34.5:59513                        =>     16.0MB     15.6MB     15.2MB      619MB
   2 10.244.34.5:34409                        =>     15.2MB     15.6MB     14.9MB      605MB
   1 10.244.34.5:59513                        =>     15.9MB     15.8MB     15.7MB      651MB
   2 10.244.34.5:34409                        =>     15.8MB     15.6MB     15.4MB      637MB
   1 10.244.34.5:59513                        =>     15.9MB     15.8MB     15.8MB      682MB
   2 10.244.34.5:34409                        =>     15.9MB     15.7MB     15.7MB      669MB
   1 10.244.34.5:59513                        =>     15.8MB     15.8MB     15.8MB      714MB
   2 10.244.34.5:34409                        =>     15.9MB     15.8MB     15.8MB      701MB
   1 10.244.34.5:59513                        =>     15.9MB     15.9MB     15.8MB      746MB
   2 10.244.34.5:34409                        =>     15.9MB     15.8MB     15.8MB      732MB
   1 10.244.34.5:34409                        =>     15.9MB     15.9MB     15.8MB      764MB
   2 10.244.34.5:59513                        =>     15.9MB     15.9MB     15.8MB      778MB
   1 10.244.34.5:34409                        =>     15.9MB     15.9MB     15.8MB      796MB
   2 10.244.34.5:59513                        =>     15.9MB     15.9MB     15.8MB      810MB
   1 10.244.34.5:34409                        =>     15.9MB     15.9MB     15.8MB      828MB
   2 10.244.34.5:59513                        =>     15.9MB     15.9MB     15.8MB      841MB
   1 10.244.34.5:59513                        =>     15.9MB     15.9MB     15.8MB      873MB
   2 10.244.34.5:34409                        =>     15.9MB     15.9MB     15.8MB      860MB
   1 10.244.34.5:59513                        =>     15.9MB     15.9MB     15.8MB      905MB
   2 10.244.34.5:34409                        =>     15.8MB     15.9MB     15.8MB      891MB
   1 10.244.34.5:34409                        =>     15.9MB     15.9MB     15.8MB      923MB
   2 10.244.34.5:59513                        =>     15.2MB     15.8MB     15.8MB      935MB
   1 10.244.34.5:59513                        =>     15.9MB     15.8MB     15.8MB      967MB
   2 10.244.34.5:34409                        =>     15.2MB     15.7MB     15.8MB      954MB
   1 10.244.34.5:59513                        =>     15.8MB     15.8MB     15.8MB      999MB
   2 10.244.34.5:34409                        =>     15.8MB     15.7MB     15.8MB      985MB
   1 10.244.34.5:34409                        =>     15.8MB     15.7MB     15.8MB     0.99GB
   2 10.244.34.5:59513                        =>     15.2MB     15.6MB     15.8MB     1.01GB
   1 10.244.34.5:59513                        =>     15.9MB     15.6MB     15.8MB     1.04GB
   2 10.244.34.5:34409                        =>     15.3MB     15.6MB     15.8MB     1.02GB
   1 10.244.34.5:59513                        =>     16.0MB     15.8MB     15.8MB     1.07GB
   2 10.244.34.5:34409                        =>     15.9MB     15.6MB     15.8MB     1.05GB
   1 10.244.34.5:34409                        =>     16.1MB     15.8MB     15.8MB     1.09GB
   2 10.244.34.5:59513                        =>     13.5MB     15.3MB     15.7MB     1.09GB
   6 10.244.34.5:s
