2 48.73 147.75292427662630822901 48.73 
2 46.25 155.67567567567567567567 94.98 
2 40.29 178.70439314966492926284 135.27 
2 50.75 141.87192118226600985221 186.02 
2 40.39 178.26194602624411983164 226.41 
2 40.63 177.20895889736647797194 267.04 
2 40.07 179.68555028699775393062 307.11 
2 60.95 118.12961443806398687448 368.06 
2 40.90 176.03911980440097799511 408.96 
2 40.54 177.60236803157375431672 449.50 
2 40.89 176.08217168011738811445 490.39 
2 46.90 153.51812366737739872068 537.29 
2 40.27 178.79314626272659548050 577.56 
2 40.37 178.35026009412930393856 617.93 
2 56.81 126.73825030804435838760 674.74 
2 40.34 178.48289538919186911254 715.08 
2 40.69 176.94765298599164413860 755.77 
2 44.73 160.96579476861167002012 800.50 
2 40.75 176.68711656441717791411 841.25 
2 55.04 130.81395348837209302325 896.29 
#40 896.29 160.66228564415535150453  
