484.64 297.12776493892373720699
1161.81 123.94453482066775118134
428.52 336.04032483898067768132
437.14 329.41391773802443153223
709.41 202.98557956611832367742
622.44 231.34759976865240023134
 
419.92 342.92246142122309011240
474.83 303.26643219678621822547
526.65 273.42637425234975790373
512.88 280.76743097800655124005
421.88 341.32928794917986157201
529.97 271.71349321659716587731
 
459.40 313.45232912494558119286
398.26 361.57284186210013558981
381.63 377.32882635012970678405
431.33 333.85111167783367723089
376.48 382.49043773905652358691
415.07 346.92943358951502156262
 
603.74 238.51326730049358995594
629.29 228.82931557787347645759
401.46 358.69077865789866985502
437.16 329.39884710403513587702
379.85 379.09701197841253126234
659.27 218.42340770852609704673
 
437.54 329.11276683274672029985
386.29 372.77692925004530275181
861.42 167.16584244619349446263
407.97 352.96712993602470769909
396.96 362.75695284159613059250
412.11 349.42127101987333478925
