1 70.92 50.76142131979695431472 70.92 
1 87.14 41.31282992885012623364 158.06 
1 56.38 63.85242993969492727917 214.44 
1 50.99 70.60207883898803686997 265.43 
1 63.28 56.89001264222503160556 328.71 
1 90.05 39.97779011660188784008 418.76 
1 54.23 66.38392033929559284528 472.99 
1 95.71 37.61362449064883502246 568.70 
1 89.06 40.42218728946777453402 657.76 
1 121.60 29.60526315789473684210 779.36 
1 34.96 102.97482837528604118993 814.32 
1 55.25 65.15837104072398190045 869.57 
1 44.90 80.17817371937639198218 914.47 
1 58.54 61.49641270925862658011 973.01 
1 48.26 74.59593866556154164939 1021.27 
1 54.69 65.82556226001097092704 1075.96 
1 50.60 71.14624505928853754940 1126.56 
1 72.59 49.59360793497726959636 1199.15 
1 53.96 66.71608598962194217939 1253.11 
1 50.98 70.61592781482934484111 1304.09 
1 52.92 68.02721088435374149659 1357.01 
1 35.78 100.61486864169927333705 1392.79 
1 58.48 61.55950752393980848153 1451.27 
1 50.33 71.52791575601033181005 1501.60 
1 48.59 74.08931878987445976538 1550.19 
1 58.58 61.45442130419938545578 1608.77 
1 43.17 83.39124391938846421125 1651.94 
1 32.19 111.83597390493942218080 1684.13 
1 33.28 108.17307692307692307692 1717.41 
1 102.10 35.25954946131243878550 1819.51 
1 45.28 79.50530035335689045936 1864.79 
1 30.27 118.92963330029732408325 1895.06 
1 65.65 54.83625285605483625285 1960.71 
1 70.09 51.36253388500499357968 2030.80 
1 49.99 72.01440288057611522304 2080.79 
1 71.71 50.20220331892344163993 2152.50 
1 42.58 84.54673555659934241427 2195.08 
1 58.73 61.29746296611612463817 2253.81 
1 53.74 66.98920729438034983252 2307.55 
1 58.17 61.88757091284167096441 2365.72 
#40 2365.72 60.86941818981113572189  
