40 459.40 313.45232912494558119286  
#40 398.26 361.57284186210013558981  
#40 381.63 377.32882635012970678405  
#40 431.33 333.85111167783367723089  
#40 376.48 382.49043773905652358691  
#40 415.07 346.92943358951502156262  
