40 484.64 297.12776493892373720699  
#40 1161.81 123.94453482066775118134  
#40 428.52 336.04032483898067768132  
#40 437.14 329.41391773802443153223  
#40 709.41 202.98557956611832367742  
#40 622.44 231.34759976865240023134  
