40 419.92 342.92246142122309011240  
#40 474.83 303.26643219678621822547  
#40 526.65 273.42637425234975790373  
#40 512.88 280.76743097800655124005  
#40 421.88 341.32928794917986157201  
#40 529.97 271.71349321659716587731  
