5 374.39 412.59 485.69 343.15 946.81 1235.86 459.04 384.90 336.88 2025.33
10 458.60 633.19 1277.53 367.53 1166.55 774.47 621.93 352.42 914.55 699.56
20 625.21 454.13 3282.61 549.64 1435.97 594.99 519.42 384.18 414.35 529.08
30 363.10 814.97 1396.60 365.24 904.04 457.92 514.09 335.99 370.85 710.77
45 430.78 430.04 993.95 453.57 1146.45 1597.95 466.72 362.60 429.41 449.47
60 459.16 490.35 845.13 803.40 1132.32 993.14 589.86 399.41 502.84 623.92
90 444.03 676.28 851.41 623.32 1159.03 790.38 399.89 350.25 462.14 620.24
120 383.89 888.05 429.50 924.58 1275.15 603.02 570.06 502.32 624.21 1195.14
