   1 10.244.34.4:57472                        =>     30.0MB     30.0MB     30.0MB     60.0MB
   5 10.244.34.4:43991                        =>     14.7MB     13.9MB     14.6MB      557MB
   6 10.244.34.4:57472                        =>     13.4MB     13.4MB     14.5MB      551MB
   7 10.244.34.4:57070                        =>     12.7MB     13.1MB     13.1MB      499MB
   8 10.244.34.4:48084                        =>     13.5MB     11.9MB     13.5MB      514MB
   1 10.244.34.4:39456                        =>     13.3MB     16.5MB     14.0MB      561MB
   2 10.244.34.4:34770                        =>     19.7MB     15.7MB     13.4MB      535MB
   3 10.244.34.4:52746                        =>     10.7MB     14.2MB     13.0MB      520MB
   4 10.244.34.4:50561                        =>     18.5MB     13.8MB     14.5MB      578MB
   5 10.244.34.4:43991                        =>     16.5MB     13.7MB     14.7MB      590MB
   6 10.244.34.4:57070                        =>     12.2MB     13.3MB     13.1MB      523MB
   7 10.244.34.4:57472                        =>     8.65MB     12.8MB     14.2MB      568MB
   8 10.244.34.4:48084                        =>     12.7MB     12.2MB     13.5MB      540MB
   1 10.244.34.4:39456                        =>     9.97MB     15.5MB     13.7MB      581MB
   2 10.244.34.4:34770                        =>     14.5MB     15.5MB     14.1MB      564MB
   3 10.244.34.4:50561                        =>     15.0MB     14.7MB     15.2MB      608MB
   4 10.244.34.4:43991                        =>     16.3MB     14.6MB     15.0MB      622MB
   5 10.244.34.4:57472                        =>     20.3MB     14.4MB     13.7MB      609MB
   6 10.244.34.4:57070                        =>     16.2MB     13.8MB     13.3MB      555MB
   7 10.244.34.4:52746                        =>     7.95MB     12.0MB     13.4MB      536MB
   8 10.244.34.4:48084                        =>     12.1MB     11.8MB     13.8MB      564MB
   1 10.244.34.4:34770                        =>     16.7MB     16.3MB     14.3MB      597MB
   2 10.244.34.4:43991                        =>     15.4MB     14.7MB     15.2MB      653MB
   3 10.244.34.4:57472                        =>     16.3MB     14.6MB     13.9MB      641MB
   4 10.244.34.4:39456                        =>     12.8MB     14.3MB     13.8MB      606MB
   5 10.244.34.4:57070                        =>     13.7MB     14.0MB     13.4MB      583MB
   6 10.244.34.4:50561                        =>     12.0MB     13.5MB     14.4MB      632MB
   7 10.244.34.4:48084                        =>     15.6MB     12.9MB     13.8MB      595MB
   8 10.244.34.4:52746                        =>     9.74MB     12.1MB     13.3MB      555MB
   1 10.244.34.4:57070                        =>     24.3MB     15.8MB     13.9MB      631MB
   2 10.244.34.4:34770                        =>     10.8MB     15.5MB     14.1MB      619MB
   3 10.244.34.4:43991                        =>     13.8MB     15.4MB     15.0MB      681MB
   4 10.244.34.4:48084                        =>     14.6MB     13.7MB     13.4MB      624MB
   5 10.244.34.4:39456                        =>     15.4MB     13.6MB     13.8MB      637MB
   6 10.244.34.4:50561                        =>     12.4MB     13.5MB     14.5MB      657MB
   7 10.244.34.4:57472                        =>     8.51MB     13.4MB     13.9MB      658MB
   8 10.244.34.4:52746                        =>     12.4MB     11.5MB     13.4MB      580MB
   1 10.244.34.4:57070                        =>     15.3MB     16.3MB     14.2MB      662MB
   2 10.244.34.4:43991                        =>     14.4MB     15.3MB     15.0MB      710MB
   3 10.244.34.4:34770                        =>     14.0MB     15.2MB     14.2MB      647MB
   4 10.244.34.4:48084                        =>     17.2MB     14.5MB     13.6MB      659MB
   5 10.244.34.4:50561                        =>     10.2MB     13.6MB     14.7MB      677MB
   6 10.244.34.4:39456                        =>     14.7MB     13.2MB     14.0MB      667MB
   7 10.244.34.4:57472                        =>     11.8MB     13.1MB     13.4MB      682MB
   8 10.244.34.4:52746                        =>     14.6MB     11.1MB     13.1MB      609MB
   1 10.244.34.4:57070                        =>     9.49MB     15.8MB     14.1MB      681MB
   2 10.244.34.4:43991                        =>     16.5MB     15.3MB     15.2MB      743MB
   3 10.244.34.4:48084                        =>     15.5MB     15.0MB     13.5MB      690MB
   4 10.244.34.4:39456                        =>     18.9MB     14.4MB     14.4MB      704MB
   5 10.244.34.4:34770                        =>     15.0MB     14.2MB     14.2MB      677MB
   6 10.244.34.4:57472                        =>     12.6MB     13.9MB     13.5MB      707MB
   7 10.244.34.4:52746                        =>     14.9MB     11.9MB     12.9MB      639MB
   8 10.244.34.4:50561                        =>     9.43MB     11.8MB     14.4MB      696MB
   1 10.244.34.4:57070                        =>     26.1MB     17.8MB     14.4MB      733MB
   2 10.244.34.4:43991                        =>     19.3MB     15.9MB     15.6MB      781MB
   3 10.244.34.4:48084                        =>     11.5MB     14.9MB     13.3MB      713MB
   4 10.244.34.4:39456                        =>     10.5MB     14.5MB     14.4MB      725MB
   5 10.244.34.4:34770                        =>     14.4MB     14.2MB     14.3MB      706MB
   6 10.244.34.4:57472                        =>     12.0MB     12.2MB     13.1MB      731MB
   7 10.244.34.4:52746                        =>     7.07MB     11.7MB     12.6MB      653MB
   8 10.244.34.4:50561                        =>     11.4MB     11.1MB     14.4MB      719MB
   1 10.244.34.4:57070                        =>     16.0MB     18.2MB     14.5MB      765MB
   2 10.244.34.4:43991                        =>     14.9MB     15.8MB     15.5MB      811MB
   3 10.244.34.4:39456                        =>     18.9MB     15.7MB     14.8MB      763MB
   4 10.244.34.4:48084                        =>     14.4MB     14.7MB     13.3MB      741MB
   5 10.244.34.4:34770                        =>     13.4MB     13.5MB     14.3MB      733MB
   6 10.244.34.4:52746                        =>     13.8MB     12.6MB     12.6MB      681MB
   7 10.244.34.4:57472                        =>     11.0MB     11.2MB     13.0MB      753MB
   8 10.244.34.4:50561                        =>     9.81MB     10.7MB     14.3MB      739MB
   1 10.244.34.4:43991                        =>     20.6MB     17.1MB     15.8MB      852MB
   2 10.244.34.4:57070                        =>     12.3MB     15.8MB     14.4MB      790MB
   3 10.244.34.4:39456                        =>     15.1MB     15.6MB     14.7MB      793MB
   4 10.244.34.4:34770                        =>     16.0MB     14.6MB     14.4MB      765MB
   5 10.244.34.4:48084                        =>     12.4MB     14.2MB     13.1MB      766MB
   6 10.244.34.4:52746                        =>     13.2MB     12.7MB     12.6MB      707MB
   7 10.244.34.4:57472                        =>     14.0MB     12.3MB     13.1MB      781MB
   8 10.244.34.4:50561                        =>     8.77MB     9.93MB     14.1MB      756MB
   1 10.244.34.4:43991                        =>     24.4MB     19.1MB     16.3MB      901MB
   2 10.244.34.4:57070                        =>     17.8MB     16.4MB     14.4MB      825MB
   3 10.244.34.4:39456                        =>     12.1MB     15.1MB     14.7MB      817MB
   4 10.244.34.4:34770                        =>     11.6MB     14.1MB     14.2MB      788MB
   5 10.244.34.4:57472                        =>     13.5MB     12.6MB     13.0MB      808MB
   6 10.244.34.4:48084                        =>     7.19MB     12.2MB     13.0MB      781MB
   7 10.244.34.4:52746                        =>     11.5MB     12.1MB     12.6MB      730MB
   8 10.244.34.4:50561                        =>     14.1MB     10.7MB     14.0MB      785MB
   1 10.244.34.4:43991                        =>     18.9MB     19.6MB     16.3MB      939MB
   2 10.244.34.4:57070                        =>     19.1MB     18.3MB     14.8MB      863MB
   3 10.244.34.4:34770                        =>     11.9MB     13.5MB     14.1MB      812MB
   4 10.244.34.4:39456                        =>     10.1MB     13.3MB     14.5MB      838MB
   5 10.244.34.4:57472                        =>     12.6MB     12.6MB     13.0MB      833MB
   6 10.244.34.4:52746                        =>     13.6MB     11.9MB     12.7MB      758MB
   7 10.244.34.4:50561                        =>     14.6MB     11.8MB     13.8MB      814MB
   8 10.244.34.4:48084                        =>     11.3MB     11.4MB     13.1MB      803MB
   1 10.244.34.4:43991                        =>     10.9MB     17.9MB     16.1MB      961MB
   2 10.244.34.4:57070                        =>     23.3MB     17.7MB     15.4MB      910MB
   3 10.244.34.4:52746                        =>     18.4MB     14.1MB     12.8MB      794MB
   4 10.244.34.4:39456                        =>     13.3MB     13.9MB     14.5MB      864MB
   5 10.244.34.4:34770                        =>     11.3MB     12.8MB     14.1MB      835MB
   6 10.244.34.4:57472                        =>     12.1MB     12.7MB     13.0MB      858MB
   7 10.244.34.4:48084                        =>     14.2MB     11.9MB     12.8MB      832MB
   8 10.244.34.4:50561                        =>     8.55MB     11.2MB     13.5MB      831MB
   1 10.244.34.4:43991                        =>     16.4MB     18.2MB     16.3MB      993MB
   2 10.244.34.4:57070                        =>     16.9MB     17.9MB     15.7MB      944MB
   3 10.244.34.4:57472                        =>     19.8MB     14.4MB     13.1MB      897MB
   4 10.244.34.4:52746                        =>     10.4MB     13.4MB     12.8MB      815MB
   5 10.244.34.4:34770                        =>     12.6MB     12.7MB     14.1MB      860MB
   6 10.244.34.4:39456                        =>     9.51MB     12.0MB     14.1MB      883MB
   7 10.244.34.4:48084                        =>     14.1MB     11.8MB     12.8MB      860MB
   8 10.244.34.4:50561                        =>     12.6MB     11.7MB     13.4MB      856MB
   1 10.244.34.4:57070                        =>     16.4MB     18.7MB     15.9MB      977MB
   2 10.244.34.4:43991                        =>     17.7MB     17.7MB     16.1MB     1.00GB
   3 10.244.34.4:57472                        =>     14.9MB     14.6MB     13.4MB      927MB
   4 10.244.34.4:52746                        =>     10.2MB     12.8MB     12.7MB      836MB
   5 10.244.34.4:50561                        =>     12.6MB     12.5MB     13.2MB      881MB
   6 10.244.34.4:34770                        =>     13.7MB     12.2MB     14.1MB      887MB
   7 10.244.34.4:48084                        =>     12.9MB     11.9MB     12.8MB      886MB
   8 10.244.34.4:39456                        =>     13.9MB     11.8MB     14.0MB      911MB
   1 10.244.34.4:57070                        =>     11.0MB     17.3MB     15.8MB      999MB
   2 10.244.34.4:43991                        =>     16.2MB     16.0MB     16.1MB     1.04GB
   3 10.244.34.4:57472                        =>     16.7MB     15.2MB     13.6MB      960MB
   4 10.244.34.4:52746                        =>     14.9MB     13.5MB     12.9MB      865MB
   5 10.244.34.4:50561                        =>     15.3MB     12.7MB     12.9MB      912MB
   6 10.244.34.4:48084                        =>     11.0MB     12.7MB     12.8MB      908MB
   7 10.244.34.4:39456                        =>     15.9MB     12.5MB     14.2MB      943MB
   8 10.244.34.4:34770                        =>     11.2MB     12.1MB     14.0MB      910MB
   1 10.244.34.4:57070                        =>     21.8MB     17.9MB     16.3MB     1.02GB
   2 10.244.34.4:57472                        =>     11.3MB     15.0MB     13.6MB      983MB
   3 10.244.34.4:43991                        =>     11.2MB     14.5MB     15.8MB     1.06GB
   4 10.244.34.4:39456                        =>     15.2MB     13.6MB     14.4MB      973MB
   5 10.244.34.4:52746                        =>     12.7MB     13.3MB     12.8MB      891MB
   6 10.244.34.4:48084                        =>     13.2MB     13.1MB     12.9MB      934MB
   7 10.244.34.4:34770                        =>     14.1MB     12.6MB     14.0MB      938MB
   8 10.244.34.4:50561                        =>     12.8MB     12.4MB     12.4MB      937MB
   1 10.244.34.4:57070                        =>     12.8MB     15.8MB     16.3MB     1.04GB
   2 10.244.34.4:57472                        =>     15.8MB     15.7MB     13.7MB     0.99GB
   3 10.244.34.4:43991                        =>     12.4MB     14.8MB     15.8MB     1.08GB
   4 10.244.34.4:50561                        =>     15.2MB     13.7MB     12.7MB      968MB
   5 10.244.34.4:48084                        =>     17.2MB     13.7MB     13.1MB      969MB
   6 10.244.34.4:39456                        =>     13.8MB     13.6MB     14.4MB     0.98GB
   7 10.244.34.4:34770                        =>     16.4MB     13.6MB     14.0MB      970MB
   8 10.244.34.4:52746                        =>     8.60MB     11.4MB     12.3MB      908MB
   1 10.244.34.4:57070                        =>     13.3MB     15.1MB     16.3MB     1.07GB
   2 10.244.34.4:50561                        =>     17.3MB     14.7MB     12.6MB     0.98GB
   3 10.244.34.4:39456                        =>     14.0MB     14.5MB     14.1MB     1.00GB
   4 10.244.34.4:57472                        =>     14.0MB     14.5MB     13.7MB     1.02GB
   5 10.244.34.4:48084                        =>     17.4MB     14.4MB     13.4MB     0.98GB
   6 10.244.34.4:34770                        =>     14.0MB     13.9MB     14.1MB      998MB
   7 10.244.34.4:43991                        =>     8.61MB     13.2MB     15.5MB     1.10GB
   8 10.244.34.4:52746                        =>     13.6MB     12.0MB     12.5MB      935MB
   1 10.244.34.4:50561                        =>     15.7MB     15.3MB     12.8MB     1.01GB
   2 10.244.34.4:48084                        =>     17.0MB     15.2MB     13.8MB     1.01GB
   3 10.244.34.4:57070                        =>     16.8MB     15.1MB     16.4MB     1.10GB
   4 10.244.34.4:34770                        =>     18.9MB     14.9MB     14.3MB     1.01GB
   5 10.244.34.4:39456                        =>     14.8MB     14.7MB     13.9MB     1.03GB
   6 10.244.34.4:57472                        =>     14.1MB     14.4MB     13.7MB     1.05GB
   7 10.244.34.4:52746                        =>     14.9MB     12.9MB     12.5MB      965MB
   8 10.244.34.4:43991                        =>         0B     9.69MB     15.0MB     1.10GB
   1 10.244.34.4:34770                        =>     25.9MB     17.8MB     14.8MB     1.06GB
   2 10.244.34.4:48084                        =>     19.3MB     16.8MB     14.0MB     1.05GB
   3 10.244.34.4:50561                        =>     19.3MB     16.1MB     13.3MB     1.05GB
   4 10.244.34.4:57472                        =>     20.0MB     15.1MB     14.0MB     1.08GB
   5 10.244.34.4:39456                        =>     11.7MB     13.9MB     13.7MB     1.06GB
   6 10.244.34.4:52746                        =>     15.8MB     13.1MB     12.5MB      997MB
   7 10.244.34.4:57070                        =>         0B     12.9MB     15.7MB     1.10GB
   8 10.244.34.4:43991                        =>         0B     6.45MB     14.2MB     1.10GB
   1 10.244.34.4:34770                        =>     18.3MB     18.7MB     14.7MB     1.10GB
   2 10.244.34.4:48084                        =>     20.0MB     18.2MB     14.4MB     1.09GB
   3 10.244.34.4:50561                        =>     21.1MB     17.7MB     13.4MB     1.09GB
   4 10.244.34.4:39456                        =>     23.2MB     15.5MB     14.2MB     1.10GB
   5 10.244.34.4:57472                        =>     9.90MB     14.8MB     14.1MB     1.10GB
   6 10.244.34.4:52746                        =>     19.5MB     14.5MB     12.9MB     1.01GB
   7 10.244.34.4:57070                        =>         0B     8.58MB     15.1MB     1.10GB
   8 10.244.34.4:43991                        =>         0B     4.21MB     13.4MB     1.10GB
   1 10.244.34.4:52746                        =>     44.2MB     21.6MB     14.7MB     1.10GB
   2 10.244.34.4:50561                        =>     7.89MB     16.3MB     13.1MB     1.10GB
   3 10.244.34.4:34770                        =>     2.16MB     15.8MB     14.1MB     1.10GB
   4 10.244.34.4:48084                        =>     5.25MB     15.8MB     14.1MB     1.10GB
   5 10.244.34.4:39456                        =>      258KB     12.8MB     13.7MB     1.10GB
   6 10.244.34.4:5
