   1 10.244.34.4:57472                        =>     30.0MB     30.0MB     30.0MB     60.0MB
   2 10.244.34.4:39456                        =>     16.4MB     16.4MB     16.4MB     32.9MB
   3 10.244.34.4:43991                        =>     11.9MB     11.9MB     11.9MB     23.9MB
   4 10.244.34.4:57070                        =>     11.2MB     11.2MB     11.2MB     22.3MB
   5 10.244.34.4:48084                        =>     6.50MB     6.50MB     6.50MB     13.0MB
   3 10.244.34.4:50561                        =>     0MB     0MB     0MB     0MB
   7 10.244.34.4:34770                        =>     0MB     0MB     0MB     0MB
   8 10.244.34.4:52746                        =>     0MB     0MB     0MB     0MB
   9 10.244.34.4:camp                         =>     5.40KB     5.40KB     5.40KB     10.8KB
   1 10.244.34.4:57472                        =>     11.9MB     20.9MB     20.9MB     83.7MB
   2 10.244.34.4:39456                        =>     11.3MB     13.9MB     13.9MB     55.5MB
   3 10.244.34.4:50561                        =>     27.2MB     13.6MB     13.6MB     54.4MB
   4 10.244.34.4:57070                        =>     12.9MB     12.0MB     12.0MB     48.2MB
   5 10.244.34.4:43991                        =>     11.0MB     11.5MB     11.5MB     45.9MB
   6 10.244.34.4:48084                        =>     14.7MB     10.6MB     10.6MB     42.4MB
   7 10.244.34.4:34770                        =>     11.9MB     5.95MB     5.95MB     23.8MB
   8 10.244.34.4:52746                        =>     11.5MB     5.73MB     5.73MB     22.9MB
   1 10.244.34.4:57472                        =>     9.11MB     17.0MB     17.0MB      102MB
   2 10.244.34.4:48084                        =>     22.7MB     14.6MB     14.6MB     87.9MB
   3 10.244.34.4:39456                        =>     13.9MB     13.9MB     13.9MB     83.4MB
   4 10.244.34.4:43991                        =>     18.2MB     13.7MB     13.7MB     82.3MB
   5 10.244.34.4:50561                        =>     10.6MB     12.6MB     12.6MB     75.6MB
   6 10.244.34.4:57070                        =>     13.2MB     12.4MB     12.4MB     74.7MB
   7 10.244.34.4:34770                        =>     14.9MB     8.94MB     8.94MB     53.6MB
   8 10.244.34.4:52746                        =>     9.56MB     7.00MB     7.00MB     42.0MB
   1 10.244.34.4:57472                        =>     21.8MB     18.2MB     18.2MB      145MB
   2 10.244.34.4:48084                        =>     14.2MB     14.5MB     14.5MB      116MB
   3 10.244.34.4:43991                        =>     13.3MB     13.6MB     13.6MB      109MB
   4 10.244.34.4:39456                        =>     11.7MB     13.4MB     13.4MB      107MB
   5 10.244.34.4:57070                        =>     10.0MB     11.8MB     11.8MB     94.7MB
   6 10.244.34.4:50561                        =>     7.74MB     11.4MB     11.4MB     91.1MB
   7 10.244.34.4:52746                        =>     21.0MB     10.5MB     10.5MB     84.1MB
   8 10.244.34.4:34770                        =>     12.1MB     9.74MB     9.74MB     77.9MB
   1 10.244.34.4:57472                        =>     10.7MB     16.7MB     16.7MB      167MB
   2 10.244.34.4:48084                        =>     17.4MB     15.1MB     15.1MB      151MB
   3 10.244.34.4:43991                        =>     12.7MB     13.4MB     13.4MB      134MB
   4 10.244.34.4:39456                        =>     10.5MB     12.8MB     12.8MB      128MB
   5 10.244.34.4:52746                        =>     19.9MB     12.4MB     12.4MB      124MB
   6 10.244.34.4:50561                        =>     15.0MB     12.1MB     12.1MB      121MB
   7 10.244.34.4:57070                        =>     10.9MB     11.7MB     11.7MB      117MB
   8 10.244.34.4:34770                        =>     15.1MB     10.8MB     10.8MB      108MB
   1 10.244.34.4:48084                        =>     14.2MB     16.7MB     15.0MB      180MB
   2 10.244.34.4:52746                        =>     13.4MB     15.1MB     12.5MB      151MB
   3 10.244.34.4:57472                        =>     19.7MB     14.6MB     17.2MB      206MB
   4 10.244.34.4:50561                        =>     10.3MB     14.2MB     11.8MB      142MB
   5 10.244.34.4:34770                        =>     13.5MB     13.5MB     11.3MB      135MB
   6 10.244.34.4:43991                        =>     12.0MB     13.4MB     13.2MB      158MB
   7 10.244.34.4:57070                        =>     19.5MB     13.3MB     13.0MB      155MB
   8 10.244.34.4:39456                        =>     9.80MB     11.5MB     12.3MB      148MB
   1 10.244.34.4:48084                        =>     15.2MB     16.8MB     15.0MB      210MB
   2 10.244.34.4:52746                        =>     13.9MB     15.5MB     12.7MB      178MB
   3 10.244.34.4:57472                        =>     14.3MB     15.1MB     16.8MB      235MB
   4 10.244.34.4:43991                        =>     17.0MB     14.6MB     13.7MB      192MB
   5 10.244.34.4:57070                        =>     15.3MB     13.8MB     13.3MB      186MB
   6 10.244.34.4:34770                        =>     12.1MB     13.6MB     11.4MB      159MB
   7 10.244.34.4:39456                        =>     12.5MB     11.7MB     12.3MB      173MB
   8 10.244.34.4:50561                        =>     12.0MB     11.1MB     11.8MB      166MB
   1 10.244.34.4:52746                        =>     11.7MB     16.0MB     12.6MB      202MB
   2 10.244.34.4:57472                        =>     10.4MB     15.4MB     16.0MB      256MB
   3 10.244.34.4:48084                        =>     15.7MB     15.4MB     15.1MB      241MB
   4 10.244.34.4:57070                        =>     14.0MB     13.9MB     13.4MB      214MB
   5 10.244.34.4:43991                        =>     14.6MB     13.9MB     13.8MB      221MB
   6 10.244.34.4:34770                        =>     15.0MB     13.6MB     11.8MB      189MB
   7 10.244.34.4:39456                        =>     16.5MB     12.2MB     12.9MB      206MB
   8 10.244.34.4:50561                        =>     14.3MB     11.9MB     12.1MB      194MB
   1 10.244.34.4:57070                        =>     17.9MB     15.5MB     13.9MB      250MB
   2 10.244.34.4:48084                        =>     9.80MB     14.5MB     14.5MB      261MB
   3 10.244.34.4:34770                        =>     15.3MB     14.2MB     12.2MB      220MB
   4 10.244.34.4:57472                        =>     15.8MB     14.2MB     16.0MB      287MB
   5 10.244.34.4:43991                        =>     14.1MB     14.1MB     13.9MB      250MB
   6 10.244.34.4:52746                        =>     11.4MB     14.0MB     12.5MB      225MB
   7 10.244.34.4:50561                        =>     16.1MB     13.5MB     12.6MB      226MB
   8 10.244.34.4:39456                        =>     11.7MB     12.2MB     12.7MB      229MB
   1 10.244.34.4:57070                        =>     11.6MB     15.7MB     13.7MB      273MB
   2 10.244.34.4:43991                        =>     18.1MB     15.2MB     14.3MB      286MB
   3 10.244.34.4:57472                        =>     12.7MB     14.6MB     15.6MB      313MB
   4 10.244.34.4:34770                        =>     14.9MB     14.1MB     12.5MB      250MB
   5 10.244.34.4:50561                        =>     18.0MB     14.1MB     13.1MB      262MB
   6 10.244.34.4:48084                        =>     10.0MB     13.0MB     14.1MB      281MB
   7 10.244.34.4:39456                        =>     13.4MB     12.8MB     12.8MB      256MB
   8 10.244.34.4:52746                        =>     13.4MB     12.7MB     12.6MB      251MB
   1 10.244.34.4:43991                        =>     15.7MB     15.9MB     14.4MB      317MB
   2 10.244.34.4:50561                        =>     13.3MB     14.7MB     13.1MB      289MB
   3 10.244.34.4:48084                        =>     20.1MB     14.2MB     14.6MB      321MB
   4 10.244.34.4:57070                        =>     10.8MB     13.9MB     13.4MB      295MB
   5 10.244.34.4:39456                        =>     13.5MB     13.5MB     12.9MB      283MB
   6 10.244.34.4:34770                        =>     10.1MB     13.5MB     12.3MB      270MB
   7 10.244.34.4:52746                        =>     16.3MB     13.3MB     12.9MB      284MB
   8 10.244.34.4:57472                        =>     12.2MB     13.1MB     15.3MB      337MB
   1 10.244.34.4:50561                        =>     15.0MB     15.3MB     13.3MB      319MB
   2 10.244.34.4:43991                        =>     12.2MB     14.9MB     14.2MB      342MB
   3 10.244.34.4:39456                        =>     18.5MB     14.7MB     13.3MB      320MB
   4 10.244.34.4:48084                        =>     13.8MB     13.9MB     14.5MB      349MB
   5 10.244.34.4:34770                        =>     13.4MB     13.7MB     12.4MB      297MB
   6 10.244.34.4:57472                        =>     17.5MB     13.7MB     15.5MB      372MB
   7 10.244.34.4:57070                        =>     11.6MB     13.2MB     13.2MB      318MB
   8 10.244.34.4:52746                        =>     9.96MB     12.5MB     12.7MB      304MB
   1 10.244.34.4:43991                        =>     22.0MB     16.4MB     14.8MB      386MB
   2 10.244.34.4:50561                        =>     16.7MB     15.8MB     13.5MB      352MB
   3 10.244.34.4:39456                        =>     15.6MB     14.5MB     13.5MB      351MB
   4 10.244.34.4:57472                        =>     8.99MB     13.5MB     15.0MB      390MB
   5 10.244.34.4:34770                        =>     13.4MB     13.4MB     12.4MB      323MB
   6 10.244.34.4:48084                        =>     11.9MB     13.1MB     14.3MB      373MB
   7 10.244.34.4:57070                        =>     11.6MB     12.7MB     13.1MB      341MB
   8 10.244.34.4:52746                        =>     12.1MB     12.6MB     12.6MB      328MB
   1 10.244.34.4:50561                        =>     21.0MB     16.8MB     14.1MB      394MB
   2 10.244.34.4:43991                        =>     15.9MB     16.8MB     14.9MB      418MB
   3 10.244.34.4:39456                        =>     12.2MB     14.7MB     13.4MB      376MB
   4 10.244.34.4:48084                        =>     11.3MB     13.4MB     14.1MB      395MB
   5 10.244.34.4:34770                        =>     13.7MB     13.1MB     12.5MB      351MB
   6 10.244.34.4:57472                        =>     13.3MB     12.9MB     14.9MB      417MB
   7 10.244.34.4:52746                        =>     11.2MB     12.6MB     12.5MB      350MB
   8 10.244.34.4:57070                        =>     13.1MB     11.7MB     13.1MB      367MB
   1 10.244.34.4:50561                        =>     22.8MB     17.7MB     14.7MB      440MB
   2 10.244.34.4:43991                        =>     17.6MB     16.7MB     15.1MB      453MB
   3 10.244.34.4:39456                        =>     10.1MB     14.0MB     13.2MB      396MB
   4 10.244.34.4:48084                        =>     11.2MB     13.7MB     13.9MB      418MB
   5 10.244.34.4:34770                        =>     13.7MB     12.9MB     12.6MB      378MB
   6 10.244.34.4:57472                        =>     11.9MB     12.8MB     14.7MB      441MB
   7 10.244.34.4:52746                        =>     13.6MB     12.6MB     12.6MB      378MB
   8 10.244.34.4:57070                        =>     11.2MB     11.6MB     13.0MB      389MB
   1 10.244.34.4:50561                        =>     10.7MB     17.2MB     14.4MB      461MB
   2 10.244.34.4:43991                        =>     11.9MB     15.9MB     14.9MB      477MB
   3 10.244.34.4:39456                        =>     15.2MB     14.3MB     13.3MB      426MB
   4 10.244.34.4:34770                        =>     15.6MB     14.0MB     12.8MB      410MB
   5 10.244.34.4:52746                        =>     18.9MB     13.1MB     13.0MB      415MB
   6 10.244.34.4:57472                        =>     12.3MB     12.8MB     14.5MB      465MB
   7 10.244.34.4:48084                        =>     13.7MB     12.4MB     13.9MB      445MB
   8 10.244.34.4:57070                        =>     14.0MB     12.3MB     13.0MB      418MB
   1 10.244.34.4:50561                        =>     18.1MB     17.8MB     14.6MB      497MB
   2 10.244.34.4:43991                        =>     14.8MB     16.5MB     14.9MB      506MB
   3 10.244.34.4:39456                        =>     18.8MB     14.4MB     13.6MB      464MB
   4 10.244.34.4:34770                        =>     12.7MB     13.8MB     12.8MB      435MB
   5 10.244.34.4:52746                        =>     9.47MB     13.1MB     12.8MB      434MB
   6 10.244.34.4:57070                        =>     12.8MB     12.5MB     13.0MB      443MB
   7 10.244.34.4:57472                        =>     15.0MB     12.3MB     14.6MB      495MB
   8 10.244.34.4:48084                        =>     10.5MB     11.7MB     13.7MB      466MB
   1 10.244.34.4:50561                        =>     12.5MB     17.0MB     14.5MB      522MB
   2 10.244.34.4:39456                        =>     19.0MB     15.0MB     13.9MB      502MB
   3 10.244.34.4:43991                        =>     10.5MB     14.1MB     14.6MB      527MB
   4 10.244.34.4:34770                        =>     14.8MB     14.1MB     12.9MB      465MB
   5 10.244.34.4:52746                        =>     15.4MB     13.7MB     12.9MB      465MB
   6 10.244.34.4:57472                        =>     14.5MB     13.4MB     14.6MB      524MB
   7 10.244.34.4:57070                        =>     15.0MB     13.2MB     13.1MB      473MB
   8 10.244.34.4:48084                        =>     10.4MB     11.4MB     13.5MB      487MB
   1 10.244.34.4:39456                        =>     16.4MB     15.9MB     14.1MB      534MB
   2 10.244.34.4:52746                        =>     16.6MB     14.8MB     13.1MB      498MB
   3 10.244.34.4:50561                        =>     9.40MB     14.7MB     14.2MB      541MB
   4 10.244.34.4:34770                        =>     15.5MB     14.5MB     13.0MB      496MB
