1 29.70 121.21212121212121212121 29.70 
2 65.33 110.20970457676412061839 95.03 
1 29.20 123.28767123287671232876 124.23 
2 30.85 233.38735818476499189627 155.08 
3 37.96 284.51001053740779768177 193.04 
4 44.02 327.12403452975920036347 237.06 
5 61.68 291.82879377431906614785 298.74 
2 31.04 231.95876288659793814432 329.78 
3 44.84 240.85637823371989295272 374.62 
4 46.71 308.28516377649325626204 421.33 
5 67.24 267.69779892920880428316 488.57 
2 31.06 231.80940115904700579523 519.63 
3 37.33 289.31154567372086793463 556.96 
3 42.11 256.47114699596295416765 599.07 
#40 599.07 240.37257749511743201963  
